"weight_range_bottom","weight_range_top","score_median","score_p25","score_p75","Age","Education","Race","fake"
14,17,14.5,4.1,34.4,0,0,0,0
18,21,16.9,5.1,40.7,0,0,0,0
22,25,20.5,6.2,45.8,0,0,0,0
26,29,25.2,9.4,48.6,0,0,0,0
30,33,29,10.2,54.5,0,0,0,0
34,37,31.6,13,57.1,0,0,0,0
38,41,31.9,12.9,58,0,0,0,0
42,45,33.5,13.6,59.6,0,0,0,0
46,49,33.8,14,60.7,0,0,0,0
50,53,35.6,14.8,61.7,0,0,0,0
54,57,35.7,14.6,61.6,0,0,0,0
58,61,38.4,16.3,64.2,0,0,0,0
62,65,37.8,16.5,63.2,0,0,0,0
66,69,39.9,17.3,65.5,0,0,0,0
70,73,38.5,17.1,64.6,0,0,0,0
74,77,39.5,17.3,66.4,0,0,0,0
78,81,40.3,18.1,66.6,0,0,0,0
82,85,40.1,17.7,67,0,0,0,0
86,89,41.1,18.8,67.4,0,0,0,0
90,93,41.1,19.1,67.5,0,0,0,0
94,97,42.5,20,68.5,0,0,0,0
98,101,44.1,21,70,0,0,0,0
102,105,44.8,21.4,70.6,0,0,0,0
106,109,47.1,23,72.5,0,0,0,0
110,113,48.2,23.8,73.6,0,0,0,0
114,117,49.4,24.8,74.5,0,0,0,0
118,121,51.2,26.1,75.8,0,0,0,0
122,125,52,26.8,76.3,0,0,0,0
126,129,53.4,27.9,77.4,0,0,0,0
130,133,54.1,28.5,77.9,0,0,0,0
134,137,55.5,29.7,78.7,0,0,0,0
138,141,56,30.2,79.1,0,0,0,0
142,145,56.5,30.4,79.9,0,0,0,0
146,149,57.1,31.1,79.9,0,0,0,0
150,153,56.5,30.1,79.3,0,0,0,0
154,157,56.9,30.6,79.6,0,0,0,0
158,161,57.1,31,79.7,0,0,0,0
162,165,56.4,31.1,79.2,0,0,0,0
166,169,56.6,30.4,80,0,0,0,0
170,173,53.4,28.3,77.7,0,0,0,0
174,177,53.6,28.2,78.7,0,0,0,0
178,181,52.7,26.7,77.6,0,0,0,0
182,185,52.3,23.4,76.5,0,0,0,0
186,189,48.2,24.7,76.4,0,0,0,0
190,193,52,29.4,74.4,0,0,0,0
194,197,45.1,26.9,71.9,0,0,0,0
198,201,48.4,25.4,79.4,0,0,0,0
14,21,28.5,8.8,53,0,0,1,0
14,21,28.5,8.8,53,0,0,1,1
22,25,29.5,9.1,54.1,0,0,1,0
26,29,38.8,17.7,61.8,0,0,1,0
30,33,43.4,19.5,64.6,0,0,1,0
34,37,45.5,21.1,69.8,0,0,1,0
38,41,47.4,23.4,72.4,0,0,1,0
42,45,45.8,22.3,69,0,0,1,0
46,49,45.5,20.9,71.9,0,0,1,0
50,53,50,26.3,74.3,0,0,1,0
54,57,50,25.1,73.3,0,0,1,0
58,61,50.3,25.9,73.8,0,0,1,0
62,65,50.5,27.8,74.3,0,0,1,0
66,69,53.1,28.5,75.5,0,0,1,0
70,73,52.6,28.1,75.9,0,0,1,0
74,77,54,28.3,77.2,0,0,1,0
78,81,53.1,28.5,76,0,0,1,0
82,85,53.9,29.2,76.5,0,0,1,0
86,89,53.5,28.8,76.4,0,0,1,0
90,93,53.5,29.1,76.9,0,0,1,0
94,97,54.6,30.1,77.4,0,0,1,0
98,101,56,31,78.3,0,0,1,0
102,105,56.2,31.7,78.6,0,0,1,0
106,109,58.2,33.2,79.8,0,0,1,0
110,113,59.3,34.2,80.5,0,0,1,0
114,117,59.9,35.2,81,0,0,1,0
118,121,61,36.2,81.8,0,0,1,0
122,125,61.3,36.4,82,0,0,1,0
126,129,62.1,37,82.5,0,0,1,0
130,133,62.5,37.5,82.9,0,0,1,0
134,137,63.1,38.5,83.1,0,0,1,0
138,141,63.1,38.4,83.2,0,0,1,0
142,145,63.9,38.4,83.9,0,0,1,0
146,149,63.6,38.6,83.4,0,0,1,0
150,153,63.3,37.9,83.3,0,0,1,0
154,157,64.1,38.9,83.7,0,0,1,0
158,161,63.8,38.7,83.5,0,0,1,0
162,165,63.9,39.3,83.3,0,0,1,0
166,169,63.2,38.2,83.9,0,0,1,0
170,173,61.6,36.2,81.8,0,0,1,0
174,177,61.9,37.2,83,0,0,1,0
178,181,60,33.5,82.4,0,0,1,0
182,185,61.7,33.6,82.8,0,0,1,0
186,189,61.7,35.8,84.4,0,0,1,0
190,193,65.4,42.4,80.2,0,0,1,0
190,193,65.4,42.4,80.2,0,0,1,1
190,193,65.4,42.4,80.2,0,0,1,1
14,21,11.4,3.8,27,0,0,2,0
14,21,11.4,3.8,27,0,0,2,1
22,25,15.2,5.4,32.5,0,0,2,0
26,29,15.7,5.6,34.1,0,0,2,0
30,33,20.2,6.9,42.3,0,0,2,0
34,37,20.7,8,40.2,0,0,2,0
38,41,20.8,9,40.7,0,0,2,0
42,45,23.5,9.3,45.1,0,0,2,0
46,49,22.4,9.6,43.9,0,0,2,0
50,53,22.6,8.6,43.2,0,0,2,0
54,57,23.4,9.2,45.6,0,0,2,0
58,61,25.6,10.8,48.1,0,0,2,0
62,65,24,9.6,45,0,0,2,0
66,69,24.5,9.9,46.8,0,0,2,0
70,73,23.9,10,44.8,0,0,2,0
74,77,24.8,10.2,46.1,0,0,2,0
78,81,25.4,10.8,47.2,0,0,2,0
82,85,25,10.5,47,0,0,2,0
86,89,26.2,11.5,47.7,0,0,2,0
90,93,26.3,11.6,48.2,0,0,2,0
94,97,27,11.8,48.7,0,0,2,0
98,101,27.7,12.3,49.6,0,0,2,0
102,105,27.6,12.3,49.8,0,0,2,0
106,109,29.1,13,51.9,0,0,2,0
110,113,29.1,12.9,51.8,0,0,2,0
114,117,29.2,13.1,51.9,0,0,2,0
118,121,29.9,13.4,53,0,0,2,0
122,125,30.2,13.6,53.5,0,0,2,0
126,129,30.8,13.9,54.1,0,0,2,0
130,133,30.8,13.7,54.5,0,0,2,0
134,137,30.9,13.8,55.1,0,0,2,0
138,141,31.6,13.7,55.6,0,0,2,0
142,145,32,14.4,56.7,0,0,2,0
146,149,32.6,14.6,56.9,0,0,2,0
150,153,31.1,14.3,55.6,0,0,2,0
154,157,32.6,14.6,56.1,0,0,2,0
158,161,32.6,14.7,55.4,0,0,2,0
162,165,32.9,15,56.1,0,0,2,0
166,169,33.2,14.8,59.2,0,0,2,0
170,173,27.1,13.2,48,0,0,2,0
174,177,28.1,12.4,52.4,0,0,2,0
178,181,35.1,16.6,58.2,0,0,2,0
182,185,33.6,15.9,57.4,0,0,2,0
186,189,29.4,13.4,46.8,0,0,2,0
190,193,27.7,10.3,51.2,0,0,2,0
194,201,26.9,13.4,47.8,0,0,2,0
194,201,26.9,13.4,47.8,0,0,2,1
18,29,52.9,28.1,74.6,0,0,3,0
18,29,52.9,28.1,74.6,0,0,3,1
18,29,52.9,28.1,74.6,0,0,3,1
18,29,52.9,28.1,74.6,0,0,3,1
18,29,52.9,28.1,74.6,0,0,3,1
18,29,52.9,28.1,74.6,0,0,3,1
30,37,65.6,41.5,83,0,0,3,0
38,45,60.5,35.8,90.7,0,0,3,0
46,53,63,41.7,81.3,0,0,3,0
54,57,58.5,38.7,82.8,0,0,3,0
58,61,68.2,36.9,87.2,0,0,3,0
62,65,57.2,26.6,87.1,0,0,3,0
66,69,66.6,42.3,85.8,0,0,3,0
70,73,70.5,36.9,91.6,0,0,3,0
74,77,64.5,42.9,83.3,0,0,3,0
78,81,70.6,47.6,89,0,0,3,0
82,85,70.6,48.5,89.4,0,0,3,0
86,89,68.9,43.7,88.8,0,0,3,0
90,93,70.4,44.8,88,0,0,3,0
94,97,72.6,47.1,89.1,0,0,3,0
98,101,71.6,47.8,89.3,0,0,3,0
102,105,73.7,47.9,90.6,0,0,3,0
106,109,73.6,48.4,89.9,0,0,3,0
110,113,74.4,49.7,90.1,0,0,3,0
114,117,74.2,49.7,90.1,0,0,3,0
118,121,75.3,51.1,91.1,0,0,3,0
122,125,75.8,50.7,91.6,0,0,3,0
126,129,74.4,50.4,90.3,0,0,3,0
130,133,77.6,51.2,92.2,0,0,3,0
134,137,74.9,50.2,90.7,0,0,3,0
138,141,75.8,50,91.1,0,0,3,0
142,145,75.8,51.8,91.7,0,0,3,0
146,149,75.4,52.5,89.5,0,0,3,0
150,153,75.5,49.9,89.2,0,0,3,0
154,157,71.1,36.9,91,0,0,3,0
158,161,70.1,43.9,91.8,0,0,3,0
162,165,75.4,54,91.9,0,0,3,0
166,169,75.8,52.3,87.2,0,0,3,0
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
166,169,75.8,52.3,87.2,0,0,3,1
14,21,16.2,4.9,39,0,0,4,0
14,21,16.2,4.9,39,0,0,4,1
22,25,21.5,5.7,50.6,0,0,4,0
26,29,22.7,9.2,43.7,0,0,4,0
30,33,27.5,9.4,51.2,0,0,4,0
34,37,33.1,14.4,54.4,0,0,4,0
38,41,33.1,14.1,55,0,0,4,0
42,45,34.7,16.7,57.7,0,0,4,0
46,49,36.5,16.1,61.9,0,0,4,0
50,53,36.7,17.4,61.3,0,0,4,0
54,57,35.2,15.8,60.4,0,0,4,0
58,61,40.4,18.1,63.7,0,0,4,0
62,65,38.2,18.7,64.1,0,0,4,0
66,69,41.5,19.3,64.3,0,0,4,0
70,73,39.3,18.8,63.3,0,0,4,0
74,77,39.8,18.6,64.2,0,0,4,0
78,81,40.7,19.7,64.4,0,0,4,0
82,85,39.7,18.2,65.1,0,0,4,0
86,89,40.7,19.4,65.9,0,0,4,0
90,93,40.9,20,65,0,0,4,0
94,97,41.2,20.5,65.4,0,0,4,0
98,101,42.7,21.1,67.4,0,0,4,0
102,105,43.9,21.6,68.6,0,0,4,0
106,109,44,22,68.6,0,0,4,0
110,113,45.2,22.6,69.7,0,0,4,0
114,117,45.4,23.1,69.8,0,0,4,0
118,121,46.2,23.6,70.7,0,0,4,0
122,125,46.7,24,70.6,0,0,4,0
126,129,47.4,24.4,71.8,0,0,4,0
130,133,47.7,24.9,71.5,0,0,4,0
134,137,48.5,25.2,72.6,0,0,4,0
138,141,48.6,25,72.6,0,0,4,0
142,145,48.2,25.4,72.3,0,0,4,0
146,149,49.3,25,73.5,0,0,4,0
150,153,48.1,24.2,71.9,0,0,4,0
154,157,46.8,23.6,70.7,0,0,4,0
158,161,48.4,24.9,72.7,0,0,4,0
162,165,47.1,23.4,70.2,0,0,4,0
166,169,45.6,23.2,70.7,0,0,4,0
170,173,44.7,23,68.9,0,0,4,0
174,177,44.6,24.2,71.7,0,0,4,0
178,181,43.8,21.4,70,0,0,4,0
182,185,40.9,16.6,64.1,0,0,4,0
182,185,40.9,16.6,64.1,0,0,4,1
182,185,40.9,16.6,64.1,0,0,4,1
182,185,40.9,16.6,64.1,0,0,4,1
182,185,40.9,16.6,64.1,0,0,4,1
14,21,10.9,3.9,28.6,0,1,0,0
14,21,10.9,3.9,28.6,0,1,0,1
22,25,12.3,3.7,32.7,0,1,0,0
26,29,16.8,6.1,37,0,1,0,0
30,33,17.8,6.5,39.6,0,1,0,0
34,37,21.2,7.8,39.4,0,1,0,0
38,41,20.2,8.2,42.3,0,1,0,0
42,45,23.4,8.4,44.4,0,1,0,0
46,49,20.5,8.3,39.2,0,1,0,0
50,53,23.3,9.3,44.8,0,1,0,0
54,57,23.4,8.9,44.8,0,1,0,0
58,61,25.3,10.4,45.7,0,1,0,0
62,65,28.1,11.2,49.7,0,1,0,0
66,69,25.8,10.1,48.9,0,1,0,0
70,73,25.9,10.9,48.8,0,1,0,0
74,77,26,10.3,49.4,0,1,0,0
78,81,26.9,10.8,49.6,0,1,0,0
82,85,26,10.8,49.3,0,1,0,0
86,89,27.4,11.6,49.4,0,1,0,0
90,93,27.7,11.8,50,0,1,0,0
94,97,28.5,12.1,50.2,0,1,0,0
98,101,29.1,12.7,51.8,0,1,0,0
102,105,29.4,12.9,52.2,0,1,0,0
106,109,30.2,13.4,53,0,1,0,0
110,113,31.2,13.8,54.1,0,1,0,0
114,117,31.7,14.2,54.7,0,1,0,0
118,121,32.3,14.4,55.5,0,1,0,0
122,125,32.8,14.6,55.9,0,1,0,0
126,129,33.7,15.2,57.2,0,1,0,0
130,133,34,15.4,57,0,1,0,0
134,137,34.9,15.9,58.2,0,1,0,0
138,141,35.1,15.6,58.8,0,1,0,0
142,145,34.4,16,58.1,0,1,0,0
146,149,35.2,16.2,59.3,0,1,0,0
150,153,34.7,15.2,58.6,0,1,0,0
154,157,35,15.9,58.5,0,1,0,0
158,161,36.5,17.1,59.4,0,1,0,0
162,165,35.4,15,58.1,0,1,0,0
166,169,34.3,15.3,59.2,0,1,0,0
170,173,32.7,13.7,54.9,0,1,0,0
174,177,32.9,13.3,57.7,0,1,0,0
178,181,28.7,13.2,51.1,0,1,0,0
182,185,35.3,17.3,55.2,0,1,0,0
186,189,31.2,14.6,57.4,0,1,0,0
186,189,31.2,14.6,57.4,0,1,0,1
186,189,31.2,14.6,57.4,0,1,0,1
186,189,31.2,14.6,57.4,0,1,0,1
14,21,19.1,4.7,50.8,0,1,1,0
14,21,19.1,4.7,50.8,0,1,1,1
22,25,22.3,4.9,42.6,0,1,1,0
26,29,35.4,15,66.8,0,1,1,0
30,33,22.7,7.6,45,0,1,1,0
34,37,31.2,11,51.3,0,1,1,0
38,41,29.9,13.2,52.4,0,1,1,0
42,45,35.6,12.7,55,0,1,1,0
46,49,26.8,11.5,47.8,0,1,1,0
50,53,34.5,14.2,57.7,0,1,1,0
54,57,34.2,15.1,59.2,0,1,1,0
58,61,30.9,12.5,52.9,0,1,1,0
62,65,37.6,16.4,58.4,0,1,1,0
66,69,34.3,14.6,57.3,0,1,1,0
70,73,34.3,16.4,59,0,1,1,0
74,77,35.4,15.2,59.2,0,1,1,0
78,81,35.4,15.2,58,0,1,1,0
82,85,36.1,16.3,58.5,0,1,1,0
86,89,35.7,16.7,58.9,0,1,1,0
90,93,35,16.1,58.7,0,1,1,0
94,97,37.2,17.5,59.4,0,1,1,0
98,101,37.9,17.8,60.9,0,1,1,0
102,105,37.4,17.5,60.2,0,1,1,0
106,109,38.4,18.5,60.8,0,1,1,0
110,113,39.1,19.2,62,0,1,1,0
114,117,39.7,19.5,62.9,0,1,1,0
118,121,40,19.5,62.7,0,1,1,0
122,125,39.8,19.1,62.7,0,1,1,0
126,129,40.8,20,64,0,1,1,0
130,133,40.8,20.3,63.5,0,1,1,0
134,137,41.7,20.9,64.5,0,1,1,0
138,141,41.4,20.1,64.1,0,1,1,0
142,145,40.2,19.7,63.5,0,1,1,0
146,149,41.2,20.5,64.7,0,1,1,0
150,153,39.4,18.2,61.9,0,1,1,0
154,157,41.6,21.2,64.6,0,1,1,0
158,161,40.9,20.3,63.1,0,1,1,0
162,165,40.8,19.3,62.8,0,1,1,0
166,169,39.1,18.7,63.9,0,1,1,0
170,173,35.4,15.4,58.8,0,1,1,0
174,177,38,16.3,65.2,0,1,1,0
178,185,31.7,14.1,58.2,0,1,1,0
178,185,31.7,14.1,58.2,0,1,1,1
178,185,31.7,14.1,58.2,0,1,1,1
178,185,31.7,14.1,58.2,0,1,1,1
178,185,31.7,14.1,58.2,0,1,1,1
178,185,31.7,14.1,58.2,0,1,1,1
14,21,7.2,2.5,15.4,0,1,2,0
14,21,7.2,2.5,15.4,0,1,2,1
22,25,9,3.4,22,0,1,2,0
26,29,10.1,3.3,22.1,0,1,2,0
30,33,13.7,5.4,30.7,0,1,2,0
34,37,16.2,6.2,30.3,0,1,2,0
38,41,15.2,6.8,33.5,0,1,2,0
42,45,15,6.8,31.2,0,1,2,0
46,49,17.4,7.2,33,0,1,2,0
50,53,15.5,6.1,33.3,0,1,2,0
54,57,16.6,6.3,33.9,0,1,2,0
58,61,19.7,8.5,37.3,0,1,2,0
62,65,18.1,7.2,37.2,0,1,2,0
66,69,19.1,7.1,38.1,0,1,2,0
70,73,19.4,7.5,37.4,0,1,2,0
74,77,19,7.3,36.6,0,1,2,0
78,81,19.2,7.8,37.9,0,1,2,0
82,85,18.1,7.7,36.3,0,1,2,0
86,89,19.7,8.2,37.4,0,1,2,0
90,93,20.4,8.3,39,0,1,2,0
94,97,20.6,8.4,39.1,0,1,2,0
98,101,20.8,8.6,39.3,0,1,2,0
102,105,20.8,8.7,39.3,0,1,2,0
106,109,21,8.8,40.3,0,1,2,0
110,113,21.3,8.8,40.6,0,1,2,0
114,117,21.7,9.2,40.7,0,1,2,0
118,121,21,8.6,40.7,0,1,2,0
122,125,21.5,9,40.9,0,1,2,0
126,129,22,9.2,41.8,0,1,2,0
130,133,20.7,8.5,40,0,1,2,0
134,137,21.1,8.6,40.3,0,1,2,0
138,141,21.3,8.6,41.7,0,1,2,0
142,145,21.6,8.6,41,0,1,2,0
146,149,20.9,8.4,41,0,1,2,0
150,153,21.1,8.7,42.6,0,1,2,0
154,157,22.5,9.2,40.4,0,1,2,0
158,161,22.1,8.4,43.8,0,1,2,0
162,165,22.6,8.7,43.3,0,1,2,0
166,169,21.4,7.1,37.8,0,1,2,0
170,173,18.7,8.9,32.4,0,1,2,0
174,181,22.7,9.9,48.7,0,1,2,0
174,181,22.7,9.9,48.7,0,1,2,1
174,181,22.7,9.9,48.7,0,1,2,1
174,181,22.7,9.9,48.7,0,1,2,1
174,181,22.7,9.9,48.7,0,1,2,1
174,181,22.7,9.9,48.7,0,1,2,1
174,181,22.7,9.9,48.7,0,1,2,1
14,49,40.4,24.9,66.6,0,1,3,0
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
14,49,40.4,24.9,66.6,0,1,3,1
50,69,47.3,36.4,62.9,0,1,3,0
70,77,61.1,31.4,78.7,0,1,3,0
78,81,68.2,48.1,84.9,0,1,3,0
82,85,53.9,30.8,74.2,0,1,3,0
86,89,43.2,26.4,69.6,0,1,3,0
90,93,48.8,27.7,71.2,0,1,3,0
94,97,55.2,30.5,74.7,0,1,3,0
98,101,57.2,33.8,76.3,0,1,3,0
102,105,56.4,29.9,81.7,0,1,3,0
106,109,56.6,32.7,77.8,0,1,3,0
110,113,57.5,30.7,79.7,0,1,3,0
114,117,58.7,34.4,81.4,0,1,3,0
118,121,53.6,33.3,78.2,0,1,3,0
122,125,55.2,33.7,74,0,1,3,0
126,129,55.4,35.4,79.3,0,1,3,0
130,133,52.8,32.5,77,0,1,3,0
134,137,64.6,37.9,83.7,0,1,3,0
138,141,58.7,36.1,77.8,0,1,3,0
142,145,63,30.7,80.6,0,1,3,0
146,149,64.5,29.2,83.3,0,1,3,0
150,157,49.1,17.7,85.5,0,1,3,0
158,201,52.6,35.6,73.9,0,1,3,0
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
158,201,52.6,35.6,73.9,0,1,3,1
14,21,11.2,4.7,29.1,0,1,4,0
14,21,11.2,4.7,29.1,0,1,4,1
22,25,15.5,4.1,40.1,0,1,4,0
26,29,16.7,7.8,32.9,0,1,4,0
30,33,23.4,8.6,52.3,0,1,4,0
34,37,23.7,9.7,42.8,0,1,4,0
38,41,22.2,8,44.3,0,1,4,0
42,45,26.2,9,45.2,0,1,4,0
46,49,21,7.8,42.6,0,1,4,0
50,53,26.7,12.7,47.7,0,1,4,0
54,57,24.5,9.8,43,0,1,4,0
58,61,31.1,11.8,51.5,0,1,4,0
62,65,31.4,16.1,52.3,0,1,4,0
66,69,31.8,12.9,54.2,0,1,4,0
70,73,29.7,13.8,52.6,0,1,4,0
74,77,29.7,12.3,52.4,0,1,4,0
78,81,30.7,13.4,52.8,0,1,4,0
82,85,29.2,11.8,52.2,0,1,4,0
86,89,29.9,13.4,52.1,0,1,4,0
90,93,30.9,14.4,52.9,0,1,4,0
94,97,30.4,14,51.1,0,1,4,0
98,101,31,14.4,53.2,0,1,4,0
102,105,32.2,15.2,55.1,0,1,4,0
106,109,31.7,14.8,53.9,0,1,4,0
110,113,33.1,15.5,55.3,0,1,4,0
114,117,32.7,15.4,55,0,1,4,0
118,121,33.3,15.9,55.8,0,1,4,0
122,125,34.2,16.3,56.8,0,1,4,0
126,129,33.9,16.2,56.4,0,1,4,0
130,133,34.6,16.5,56.9,0,1,4,0
134,137,35.1,16.4,57.6,0,1,4,0
138,141,34.8,16,58.3,0,1,4,0
142,145,33.8,16.6,57.1,0,1,4,0
146,149,34.6,16.5,58.4,0,1,4,0
150,153,35.2,15.8,59,0,1,4,0
154,157,32.7,14.5,55.9,0,1,4,0
158,161,36.5,17.6,58.9,0,1,4,0
162,165,33.7,14.5,56.9,0,1,4,0
166,169,33.7,16.9,56.7,0,1,4,0
170,173,35.2,16.6,57.5,0,1,4,0
174,177,33.3,14.1,54.3,0,1,4,0
178,181,28.1,13.2,46,0,1,4,0
182,185,33.4,16.8,54.9,0,1,4,0
186,189,30,14.2,49.1,0,1,4,0
186,189,30,14.2,49.1,0,1,4,1
186,189,30,14.2,49.1,0,1,4,1
186,189,30,14.2,49.1,0,1,4,1
14,17,13.8,4.3,24.3,0,2,0,0
14,17,13.8,4.3,24.3,0,2,0,1
18,21,17,4.8,40.2,0,2,0,0
22,25,17,4.9,42.4,0,2,0,0
26,29,23.6,8.7,44.8,0,2,0,0
30,33,30.8,10.9,55.1,0,2,0,0
34,37,28.3,11.5,51.4,0,2,0,0
38,41,30.5,12.4,55,0,2,0,0
42,45,33.3,14,59.8,0,2,0,0
46,49,32.7,13.5,59.2,0,2,0,0
50,53,32.9,14.2,56.4,0,2,0,0
54,57,34.8,14.4,59.3,0,2,0,0
58,61,36.8,15.6,61.4,0,2,0,0
62,65,34.6,14.4,57.7,0,2,0,0
66,69,37.8,17.7,62,0,2,0,0
70,73,37.4,16.8,61.9,0,2,0,0
74,77,37,16.6,62.1,0,2,0,0
78,81,37.9,17.3,62.7,0,2,0,0
82,85,38.6,17.8,63.5,0,2,0,0
86,89,38.3,17.8,63.1,0,2,0,0
90,93,39,18.8,63.6,0,2,0,0
94,97,40.1,19.3,64.3,0,2,0,0
98,101,41.3,20.3,65.5,0,2,0,0
102,105,41.9,20.3,66.1,0,2,0,0
106,109,43.6,21.7,67.7,0,2,0,0
110,113,44.6,22.4,68.8,0,2,0,0
114,117,45.3,23,69.3,0,2,0,0
118,121,46.5,23.9,70.1,0,2,0,0
122,125,47.2,24.4,70.5,0,2,0,0
126,129,48.1,25.1,71.5,0,2,0,0
130,133,48.8,25.6,72.2,0,2,0,0
134,137,50.3,26.7,73,0,2,0,0
138,141,50.1,26.9,73.1,0,2,0,0
142,145,50.9,27.2,74,0,2,0,0
146,149,51.3,27.5,74,0,2,0,0
150,153,51,27.1,73.6,0,2,0,0
154,157,50.9,27.1,74,0,2,0,0
158,161,51,27.4,73.7,0,2,0,0
162,165,50.7,27.8,72.8,0,2,0,0
166,169,51,27.4,73.6,0,2,0,0
170,173,48.4,26.2,73.1,0,2,0,0
174,177,47.8,25.3,72.8,0,2,0,0
178,181,48.5,24.9,73.3,0,2,0,0
182,185,51.5,21.7,75.4,0,2,0,0
182,185,51.5,21.7,75.4,0,2,0,1
182,185,51.5,21.7,75.4,0,2,0,1
182,185,51.5,21.7,75.4,0,2,0,1
30,33,45.4,21.8,64.8,0,2,1,0
30,33,45.4,21.8,64.8,0,2,1,1
30,33,45.4,21.8,64.8,0,2,1,1
30,33,45.4,21.8,64.8,0,2,1,1
30,33,45.4,21.8,64.8,0,2,1,1
34,37,42.5,20.1,67,0,2,1,0
38,41,46.6,20.4,71.7,0,2,1,0
42,45,46.7,22.4,71,0,2,1,0
46,49,44.4,20,67.6,0,2,1,0
50,53,45.2,25.4,70.4,0,2,1,0
54,57,47.1,23.4,71.5,0,2,1,0
58,61,49.1,26.5,70.6,0,2,1,0
62,65,47.4,25.6,71.3,0,2,1,0
66,69,49.7,26.8,70.7,0,2,1,0
70,73,48.4,26,70.4,0,2,1,0
74,77,49.8,26.5,72.7,0,2,1,0
78,81,48.8,26.4,71.9,0,2,1,0
82,85,50.4,27.6,73,0,2,1,0
86,89,49.1,26.1,72,0,2,1,0
90,93,50.2,28.1,72.8,0,2,1,0
94,97,50.3,27.7,72.4,0,2,1,0
98,101,51,28.6,72.8,0,2,1,0
102,105,51.4,29.3,73.2,0,2,1,0
106,109,53,30.1,74.3,0,2,1,0
110,113,53.7,30.6,75,0,2,1,0
114,117,53.8,31.2,75.3,0,2,1,0
118,121,54.6,31.8,75.6,0,2,1,0
122,125,54.8,32,75.8,0,2,1,0
126,129,55.2,32.2,76.2,0,2,1,0
130,133,55.4,32.1,76.6,0,2,1,0
134,137,56.5,33.5,77.1,0,2,1,0
138,141,55.9,32.9,76.6,0,2,1,0
142,145,56.7,33,77.9,0,2,1,0
146,149,56.4,33,77.2,0,2,1,0
150,153,57.1,33.3,77.4,0,2,1,0
154,157,56.9,33,77.8,0,2,1,0
158,161,56.9,33.4,77.7,0,2,1,0
162,165,56.5,34.3,77.2,0,2,1,0
166,169,56.1,33,77.6,0,2,1,0
170,173,57.5,33.1,78.8,0,2,1,0
174,177,54.9,32.2,78.1,0,2,1,0
178,181,53,28.7,77.1,0,2,1,0
182,185,57.8,30.1,78.7,0,2,1,0
182,185,57.8,30.1,78.7,0,2,1,1
182,185,57.8,30.1,78.7,0,2,1,1
182,185,57.8,30.1,78.7,0,2,1,1
182,185,57.8,30.1,78.7,0,2,1,1
14,21,10.9,3.4,24.6,0,2,2,0
14,21,10.9,3.4,24.6,0,2,2,1
22,25,15.2,5.3,32.1,0,2,2,0
26,29,14.6,5.4,31.6,0,2,2,0
30,33,22.5,6.7,43.1,0,2,2,0
34,37,19.7,6.9,37.9,0,2,2,0
38,41,19.6,8.7,36.3,0,2,2,0
42,45,23.9,9.4,47.2,0,2,2,0
46,49,21.6,9.5,44.6,0,2,2,0
50,53,21,8.4,39.3,0,2,2,0
54,57,23.3,9.4,46,0,2,2,0
58,61,24.4,9.2,46.3,0,2,2,0
62,65,22.2,8.8,41,0,2,2,0
66,69,25.1,10.8,45.6,0,2,2,0
70,73,23.5,9.6,44,0,2,2,0
74,77,23.9,10.2,44.2,0,2,2,0
78,81,24.3,10.5,45.3,0,2,2,0
82,85,26,11.1,46.7,0,2,2,0
86,89,25.2,11.3,45.6,0,2,2,0
90,93,25.3,11.6,46,0,2,2,0
94,97,26.7,12.1,47.6,0,2,2,0
98,101,27.3,12.4,48,0,2,2,0
102,105,26.7,12.3,47.5,0,2,2,0
106,109,28.3,12.9,49.5,0,2,2,0
110,113,28.6,13.1,50,0,2,2,0
114,117,27.9,12.7,49.1,0,2,2,0
118,121,28.7,13.1,50.1,0,2,2,0
122,125,28.8,13.3,50.8,0,2,2,0
126,129,29.3,13.5,50.7,0,2,2,0
130,133,29,13.3,51.2,0,2,2,0
